idFactura,dataFactura,userID,bazarID,suma,tipFactura
52,03-Sep-2023,52,42,5751,cumparare
53,16-May-2023,53,14,23220,cumparare
54,03-Feb-2023,54,9,3328,cumparare
55,07-Mar-2023,55,9,3598,cumparare
56,06-Jun-2023,56,9,5218,cumparare
57,26-May-2023,57,1,40500,cumparare
58,21-Jan-2023,58,26,359990,cumparare
59,27-Apr-2023,59,25,251391,cumparare
60,17-Dec-2023,60,5,116729,cumparare
61,28-Mar-2023,61,22,72000,cumparare
62,15-Jul-2023,62,32,2520,cumparare
63,13-Oct-2023,63,35,5579,cumparare
64,26-Jun-2023,64,17,5580,cumparare
65,28-Feb-2023,65,25,6120,cumparare
66,05-Oct-2023,66,14,7785,cumparare
67,07-Nov-2023,67,29,7875,cumparare
68,14-Dec-2023,68,10,9495,cumparare
69,08-Jul-2023,69,29,8541,cumparare
70,20-Mar-2023,70,10,10251,cumparare
71,27-Nov-2023,71,10,12195,cumparare
72,15-Feb-2023,72,40,13050,cumparare
73,12-Aug-2023,73,14,24889,cumparare
74,26-Oct-2023,74,32,1350,cumparare
75,02-May-2023,75,35,2699,cumparare
76,09-Dec-2023,76,38,1800,cumparare
77,22-Nov-2023,77,38,2700,cumparare
78,24-Sep-2023,78,29,3510,cumparare
79,25-Jun-2023,79,19,3645,cumparare
80,23-Oct-2023,80,14,4499,cumparare
81,02-May-2023,81,23,2835,cumparare
82,20-Jul-2023,82,38,4221,cumparare
83,08-Dec-2023,83,38,4365,cumparare
84,03-Jul-2023,84,17,4230,cumparare
85,11-Nov-2023,85,25,5355,cumparare
86,13-Aug-2023,86,21,4302,cumparare
87,20-Sep-2023,87,2,5175,cumparare
88,03-Dec-2023,88,30,5211,cumparare
89,23-Mar-2023,89,30,5760,cumparare
90,01-Jun-2023,90,18,5841,cumparare
91,01-Dec-2023,91,3,6119,cumparare
92,26-Aug-2023,92,23,6480,cumparare
93,15-Jul-2023,93,5,4941,cumparare
94,12-Nov-2023,94,4,5535,cumparare
95,15-Jun-2023,95,14,6660,cumparare
96,02-Aug-2023,96,25,5391,cumparare
97,27-Nov-2023,97,14,5805,cumparare
98,19-May-2023,98,10,6839,cumparare
99,28-Feb-2023,99,4,7199,cumparare
100,04-Dec-2023,100,3,7281,cumparare
101,12-Aug-2023,101,25,7380,cumparare
102,16-May-2023,102,2,6075,cumparare
103,26-Nov-2023,103,30,6291,cumparare
104,12-Mar-2023,104,26,8055,cumparare
105,12-Aug-2023,105,25,8091,cumparare
106,28-Jan-2023,106,38,8685,cumparare
107,08-Sep-2023,107,26,10620,cumparare
108,24-Nov-2023,108,25,11691,cumparare
109,26-Jan-2023,109,29,12591,cumparare
110,03-Apr-2023,110,14,8865,cumparare
111,15-Mar-2023,111,14,9000,cumparare
112,03-Aug-2023,112,32,9810,cumparare
113,19-Oct-2023,113,35,9855,cumparare
114,05-Jun-2023,114,14,9873,cumparare
115,25-Mar-2023,115,18,10305,cumparare
116,12-Dec-2023,116,36,11699,cumparare
117,11-Aug-2023,117,14,11699,cumparare
118,21-Jun-2023,118,3,12591,cumparare
119,16-Dec-2023,119,14,10791,cumparare
120,28-Jun-2023,120,10,10845,cumparare
121,18-Oct-2023,121,4,11249,cumparare
122,04-Apr-2023,122,35,11511,cumparare
123,24-Aug-2023,123,10,11925,cumparare
124,09-Apr-2023,124,26,13491,cumparare
125,09-Dec-2023,125,10,13905,cumparare
126,25-Sep-2023,126,21,13950,cumparare
127,23-Nov-2023,127,25,15120,cumparare
128,26-Jan-2023,128,15,12150,cumparare
129,22-Dec-2023,129,26,13454,cumparare
130,19-Jun-2023,130,4,11249,cumparare
131,20-Aug-2023,131,38,11339,cumparare
132,03-Dec-2023,132,10,14389,cumparare
133,05-Nov-2023,133,4,15291,cumparare
134,16-Dec-2023,134,5,18810,cumparare
135,11-Sep-2023,135,38,19161,cumparare
136,17-Aug-2023,136,10,11691,cumparare
137,14-Oct-2023,137,19,12141,cumparare
138,19-Apr-2023,138,25,13950,cumparare
139,07-May-2023,139,5,15120,cumparare
140,02-Sep-2023,140,9,15120,cumparare
141,19-Sep-2023,141,3,15748,cumparare
142,22-Jan-2023,142,10,16020,cumparare
143,16-Nov-2023,143,29,16650,cumparare
144,26-Aug-2023,144,29,13441,cumparare
145,15-Oct-2023,145,26,15291,cumparare
146,25-Aug-2023,146,26,16640,cumparare
147,10-Aug-2023,147,10,17595,cumparare
148,23-Apr-2023,148,10,17729,cumparare
149,11-Oct-2023,149,14,20347,cumparare
150,28-Oct-2023,150,14,25650,cumparare
151,07-Sep-2023,151,5,14751,cumparare
152,03-Feb-2023,152,14,15297,cumparare
153,13-Oct-2023,153,17,17993,cumparare
154,04-Nov-2023,154,26,19278,cumparare
155,20-Jan-2023,155,35,20610,cumparare
156,21-Mar-2023,156,10,30510,cumparare
157,09-Mar-2023,157,10,21141,cumparare
158,21-Mar-2023,158,26,25650,cumparare
159,21-Aug-2023,159,10,24290,cumparare
160,07-Jul-2023,160,9,31950,cumparare
161,05-Oct-2023,161,3,25110,cumparare
162,14-Oct-2023,162,2,2385,cumparare
163,22-Mar-2023,163,10,3140,cumparare
164,08-Jan-2023,164,19,6750,cumparare
165,06-Oct-2023,165,34,1349,cumparare
166,03-Jul-2023,166,18,1485,cumparare
167,11-Feb-2023,167,4,2241,cumparare
168,08-Nov-2023,168,15,3330,cumparare
169,14-Mar-2023,169,25,2700,cumparare
170,04-Feb-2023,170,4,3599,cumparare
171,07-May-2023,171,26,4680,cumparare
172,27-Apr-2023,172,38,2475,cumparare
173,19-Apr-2023,173,19,2691,cumparare
174,02-Oct-2023,174,5,2835,cumparare
175,04-Oct-2023,175,21,2880,cumparare
176,02-Apr-2023,176,2,3195,cumparare
177,23-May-2023,177,2,3375,cumparare
178,23-Sep-2023,178,29,3375,cumparare
179,22-Oct-2023,179,2,3599,cumparare
180,04-Sep-2023,180,38,3599,cumparare
181,28-Apr-2023,181,2,3599,cumparare
182,21-Nov-2023,182,32,3735,cumparare
183,05-Jan-2023,183,35,4725,cumparare
184,04-Mar-2023,184,2,4455,cumparare
185,16-Feb-2023,185,36,4950,cumparare
186,01-Oct-2023,186,2,3582,cumparare
187,04-Aug-2023,187,38,3825,cumparare
188,16-Mar-2023,188,25,3960,cumparare
189,07-Mar-2023,189,18,4221,cumparare
190,22-Oct-2023,190,32,4365,cumparare
191,23-Nov-2023,191,26,4725,cumparare
192,28-Nov-2023,192,22,5040,cumparare
193,06-Oct-2023,193,38,6299,cumparare
194,21-Oct-2023,194,35,6300,cumparare
195,15-Dec-2023,195,38,6561,cumparare
196,14-Feb-2023,196,38,8099,cumparare
197,10-Jan-2023,197,14,8631,cumparare
198,04-Jan-2023,198,14,4635,cumparare
199,08-May-2023,199,2,5130,cumparare
200,14-Jul-2023,200,32,5805,cumparare
201,08-Oct-2023,201,38,6291,cumparare
202,12-Dec-2023,202,14,6300,cumparare
203,18-Nov-2023,203,35,6300,cumparare
204,20-Sep-2023,204,2,6570,cumparare
205,16-Jun-2023,205,4,6795,cumparare
206,19-Jun-2023,206,38,7019,cumparare
207,17-Oct-2023,207,38,7191,cumparare
208,27-Jan-2023,208,38,7199,cumparare
209,24-Mar-2023,209,3,7875,cumparare
210,19-Apr-2023,210,2,8073,cumparare
211,25-Nov-2023,211,4,5940,cumparare
212,27-Jun-2023,212,10,6029,cumparare
213,15-Aug-2023,213,19,6201,cumparare
214,17-Apr-2023,214,32,6741,cumparare
215,23-Jul-2023,215,42,6975,cumparare
216,17-Aug-2023,216,10,7191,cumparare
217,05-Sep-2023,217,2,7425,cumparare
218,04-Jul-2023,218,2,7425,cumparare
219,01-Jun-2023,219,4,7641,cumparare
220,23-Nov-2023,220,2,7965,cumparare
221,06-Feb-2023,221,32,8001,cumparare
222,17-Apr-2023,222,3,8775,cumparare
223,26-Oct-2023,223,4,6030,cumparare
224,08-Nov-2023,224,26,6750,cumparare
225,22-Jan-2023,225,38,7191,cumparare
226,08-Feb-2023,226,5,7199,cumparare
227,15-Apr-2023,227,38,7821,cumparare
228,13-Aug-2023,228,2,8549,cumparare
229,10-Oct-2023,229,10,8955,cumparare
230,13-Dec-2023,230,14,11691,cumparare
231,02-Jun-2023,231,38,6210,cumparare
232,21-May-2023,232,38,7199,cumparare
233,10-Nov-2023,233,4,7641,cumparare
234,22-Sep-2023,234,2,7875,cumparare
235,28-Sep-2023,235,26,8235,cumparare
236,16-Apr-2023,236,32,8541,cumparare
237,25-Sep-2023,237,3,9900,cumparare
238,02-Sep-2023,238,10,10305,cumparare
239,05-Apr-2023,239,26,10755,cumparare
240,22-Jan-2023,240,26,11025,cumparare
241,23-Feb-2023,241,10,7191,cumparare
242,06-Nov-2023,242,17,7199,cumparare
243,22-Sep-2023,243,4,7425,cumparare
244,15-May-2023,244,32,8100,cumparare
245,06-Oct-2023,245,17,8280,cumparare
246,19-Apr-2023,246,37,8370,cumparare
247,02-Apr-2023,247,38,8415,cumparare
248,18-Jun-2023,248,28,8820,cumparare
249,25-Mar-2023,249,10,8991,cumparare
250,10-Apr-2023,250,2,9000,cumparare
251,26-Jan-2023,251,18,9360,cumparare
252,15-Jun-2023,252,15,9585,cumparare
253,16-Apr-2023,253,26,9801,cumparare
254,08-Jan-2023,254,2,9899,cumparare
255,03-Sep-2023,255,2,9899,cumparare
256,06-May-2023,256,38,9899,cumparare
257,19-Jul-2023,257,2,10349,cumparare
258,20-Oct-2023,258,38,10349,cumparare
259,27-Oct-2023,259,10,10799,cumparare
260,25-Jul-2023,260,26,10800,cumparare
261,27-May-2023,261,2,12329,cumparare
262,16-Jul-2023,262,9,8811,cumparare
263,27-Jan-2023,263,14,9000,cumparare
264,13-Jun-2023,264,38,9315,cumparare
265,23-Apr-2023,265,22,9855,cumparare
266,17-Mar-2023,266,4,9891,cumparare
267,20-Jun-2023,267,4,9891,cumparare
268,05-Jan-2023,268,4,10349,cumparare
269,27-Dec-2023,269,27,10350,cumparare
270,05-Aug-2023,270,42,10575,cumparare
271,24-Nov-2023,271,38,11069,cumparare
272,01-Nov-2023,272,10,11969,cumparare
273,10-Aug-2023,273,2,13049,cumparare
274,14-Jul-2023,274,38,13949,cumparare
275,14-Mar-2023,275,3,14220,cumparare
276,13-Jan-2023,276,4,8991,cumparare
277,27-May-2023,277,26,9890,cumparare
278,28-Jun-2023,278,19,9891,cumparare
279,08-Nov-2023,279,9,10080,cumparare
280,13-Sep-2023,280,19,10800,cumparare
281,11-Jul-2023,281,14,11249,cumparare
282,19-Mar-2023,282,2,11250,cumparare
283,02-Mar-2023,283,32,11430,cumparare
284,04-Oct-2023,284,14,12510,cumparare
285,28-May-2023,285,40,13050,cumparare
286,17-Jun-2023,286,31,13950,cumparare
287,06-Jan-2023,287,3,15291,cumparare
288,21-Jan-2023,288,10,15750,cumparare
289,03-Jan-2023,289,34,13050,cumparare
290,10-Jul-2023,290,26,13455,cumparare
291,19-Nov-2023,291,39,13635,cumparare
292,27-Apr-2023,292,10,13770,cumparare
293,24-Aug-2023,293,14,13860,cumparare
294,07-Jun-2023,294,3,13950,cumparare
295,28-Jun-2023,295,4,14391,cumparare
296,13-Aug-2023,296,27,14841,cumparare
297,15-Jul-2023,297,38,14850,cumparare
298,03-Aug-2023,298,14,15120,cumparare
299,28-May-2023,299,3,15525,cumparare
300,10-Sep-2023,300,15,17091,cumparare
301,28-Nov-2023,301,39,17550,cumparare
302,11-Jul-2023,302,26,17991,cumparare
303,17-Sep-2023,303,42,18000,cumparare
304,19-Jun-2023,304,26,18450,cumparare
305,25-Aug-2023,305,3,18495,cumparare
306,26-Jul-2023,306,14,19791,cumparare
307,28-Feb-2023,307,19,10980,cumparare
308,28-Feb-2023,308,34,12105,cumparare
309,03-Jul-2023,309,5,12510,cumparare
310,23-Feb-2023,310,4,12591,cumparare
311,08-Mar-2023,311,32,12860,cumparare
312,18-Nov-2023,312,16,13230,cumparare
313,05-Jan-2023,313,10,13941,cumparare
314,25-Dec-2023,314,10,14354,cumparare
315,13-Feb-2023,315,3,14391,cumparare
316,05-Jun-2023,316,4,14544,cumparare
317,03-Jan-2023,317,29,14849,cumparare
318,06-Dec-2023,318,35,14940,cumparare
319,01-Apr-2023,319,26,15851,cumparare
320,09-Jan-2023,320,17,16380,cumparare
321,28-Nov-2023,321,10,16815,cumparare
322,26-Jun-2023,322,36,16920,cumparare
323,23-Feb-2023,323,10,17054,cumparare
324,25-Feb-2023,324,32,17100,cumparare
325,28-Feb-2023,325,5,17279,cumparare
326,02-Feb-2023,326,9,17415,cumparare
327,25-Nov-2023,327,14,17460,cumparare
328,03-Jan-2023,328,10,17541,cumparare
329,15-Nov-2023,329,10,17955,cumparare
330,27-Apr-2023,330,4,18810,cumparare
331,19-Sep-2023,331,38,19979,cumparare
332,11-Dec-2023,332,4,21510,cumparare
333,26-Nov-2023,333,3,23130,cumparare
334,26-Aug-2023,334,38,26370,cumparare
335,26-Nov-2023,335,42,11610,cumparare
336,09-Jan-2023,336,32,12555,cumparare
337,25-Jan-2023,337,14,13049,cumparare
338,20-Mar-2023,338,3,14395,cumparare
339,10-Mar-2023,339,32,14751,cumparare
340,05-Nov-2023,340,26,15291,cumparare
341,15-Mar-2023,341,26,15291,cumparare
342,27-Feb-2023,342,17,16065,cumparare
343,10-Feb-2023,343,5,16191,cumparare
344,12-May-2023,344,26,16199,cumparare
345,16-Mar-2023,345,42,16731,cumparare
346,24-Sep-2023,346,26,16911,cumparare
347,05-Jun-2023,347,10,17054,cumparare
348,28-Mar-2023,348,26,17550,cumparare
349,10-Dec-2023,349,35,17989,cumparare
350,21-May-2023,350,10,17991,cumparare
351,23-Oct-2023,351,26,17993,cumparare
352,26-Sep-2023,352,7,18180,cumparare
353,10-Apr-2023,353,3,18881,cumparare
354,13-Sep-2023,354,10,19341,cumparare
355,18-Mar-2023,355,26,19800,cumparare
356,23-Dec-2023,356,10,20204,cumparare
357,23-Apr-2023,357,10,20691,cumparare
358,01-Dec-2023,358,10,20691,cumparare
359,17-Aug-2023,359,9,20880,cumparare
360,27-Apr-2023,360,9,21420,cumparare
361,15-Aug-2023,361,5,14391,cumparare
362,25-Jul-2023,362,1,15210,cumparare
363,20-Sep-2023,363,16,15210,cumparare
364,10-Dec-2023,364,14,16380,cumparare
365,21-May-2023,365,5,16425,cumparare
366,28-Apr-2023,366,36,16605,cumparare
367,10-Sep-2023,367,26,17054,cumparare
368,03-Dec-2023,368,10,18720,cumparare
369,05-May-2023,369,30,19350,cumparare
370,05-Mar-2023,370,14,19440,cumparare
371,28-Jun-2023,371,40,19485,cumparare
372,18-Sep-2023,372,26,19746,cumparare
373,23-Sep-2023,373,10,20160,cumparare
374,23-Sep-2023,374,5,20638,cumparare
375,18-Dec-2023,375,42,20691,cumparare
376,01-Dec-2023,376,3,20880,cumparare
377,09-Dec-2023,377,10,21141,cumparare
378,20-Feb-2023,378,10,21510,cumparare
379,20-Jul-2023,379,40,22489,cumparare
380,22-Dec-2023,380,10,23850,cumparare
381,09-Feb-2023,381,15,24075,cumparare
382,05-Jun-2023,382,26,24191,cumparare
383,19-Mar-2023,383,3,24255,cumparare
384,01-Sep-2023,384,10,25020,cumparare
385,27-Nov-2023,385,26,25092,cumparare
386,14-Jul-2023,386,4,26010,cumparare
387,12-Dec-2023,387,1,26910,cumparare
388,13-Nov-2023,388,9,27449,cumparare
389,28-Jul-2023,389,19,27835,cumparare
390,20-Nov-2023,390,38,32398,cumparare
391,06-Jul-2023,391,10,17991,cumparare
392,22-Jan-2023,392,32,18765,cumparare
393,09-Jul-2023,393,10,21511,cumparare
394,15-Aug-2023,394,38,22860,cumparare
395,21-Nov-2023,395,26,23030,cumparare
396,03-Jun-2023,396,18,28350,cumparare
397,03-Jun-2023,397,26,28917,cumparare
398,25-Nov-2023,398,26,30545,cumparare
399,05-Apr-2023,399,4,33660,cumparare
400,15-Jul-2023,400,3,17999,cumparare
401,22-Nov-2023,401,5,21149,cumparare
402,28-Jun-2023,402,42,24165,cumparare
403,19-Nov-2023,403,17,24633,cumparare
404,05-Jul-2023,404,19,26548,cumparare
405,22-Nov-2023,405,14,30330,cumparare
406,18-May-2023,406,26,31283,cumparare
407,20-Feb-2023,407,4,32850,cumparare
408,11-Feb-2023,408,26,32310,cumparare
409,17-Sep-2023,409,26,40410,cumparare
410,14-Jun-2023,410,26,28260,cumparare
411,11-Sep-2023,411,26,31950,cumparare
412,05-Jun-2023,412,14,37623,cumparare
413,03-Jul-2023,413,14,49796,cumparare
414,25-Oct-2023,414,10,53100,cumparare
415,23-May-2023,415,4,7875,cumparare
416,09-Feb-2023,416,14,8010,cumparare
417,19-Nov-2023,417,25,8550,cumparare
418,11-Nov-2023,418,10,9890,cumparare
419,24-Aug-2023,419,14,10350,cumparare
420,14-Jun-2023,420,19,8820,cumparare
421,07-Feb-2023,421,38,9270,cumparare
422,08-Jan-2023,422,32,10530,cumparare
423,05-Jul-2023,423,26,10791,cumparare
424,24-Feb-2023,424,26,11691,cumparare
425,28-May-2023,425,4,12149,cumparare
426,18-Oct-2023,426,17,9351,cumparare
427,02-Jan-2023,427,3,12060,cumparare
428,14-Sep-2023,428,17,12150,cumparare
429,05-Aug-2023,429,14,11691,cumparare
430,04-Nov-2023,430,41,15210,cumparare
431,10-Jan-2023,431,14,19701,cumparare
432,09-Jan-2023,432,14,22497,cumparare
433,04-Aug-2023,433,40,23323,cumparare
434,07-Mar-2023,434,4,17549,cumparare
435,19-Dec-2023,435,40,20777,cumparare
436,03-Mar-2023,436,10,22230,cumparare
437,25-Feb-2023,437,26,23382,cumparare
438,07-Sep-2023,438,14,25191,cumparare
439,18-Jul-2023,439,26,40409,cumparare
440,03-Sep-2023,440,26,26089,cumparare
441,17-May-2023,441,26,29691,cumparare
442,24-Mar-2023,442,10,31050,cumparare
443,23-Feb-2023,443,5,28710,cumparare
444,25-Aug-2023,444,8,42210,cumparare
445,20-Jul-2023,445,19,40687,cumparare
446,15-Dec-2023,446,32,6300,cumparare
447,09-May-2023,447,17,10781,cumparare
448,17-Sep-2023,448,10,7829,cumparare
449,15-Nov-2023,449,10,9442,cumparare
450,28-Dec-2023,450,38,8460,cumparare
451,16-Feb-2023,451,29,9000,cumparare
452,22-Jun-2023,452,38,9899,cumparare
453,28-Sep-2023,453,2,10799,cumparare
454,11-Jul-2023,454,38,11249,cumparare
455,01-Jan-2023,455,38,11699,cumparare
456,02-May-2023,456,9,6750,cumparare
457,14-Jan-2023,457,3,7605,cumparare
458,03-Mar-2023,458,29,7731,cumparare
459,04-Jun-2023,459,27,8091,cumparare
460,05-Nov-2023,460,3,8999,cumparare
461,08-Nov-2023,461,26,9855,cumparare
462,24-May-2023,462,5,9891,cumparare
463,01-Oct-2023,463,14,9900,cumparare
464,24-Dec-2023,464,2,10170,cumparare
465,25-Jun-2023,465,10,10305,cumparare
466,09-Mar-2023,466,38,10350,cumparare
467,19-Jun-2023,467,38,10799,cumparare
468,10-May-2023,468,38,11429,cumparare
469,04-Feb-2023,469,2,11699,cumparare
470,25-Nov-2023,470,14,7110,cumparare
471,19-Mar-2023,471,14,8550,cumparare
472,22-Mar-2023,472,26,9810,cumparare
473,28-Jun-2023,473,30,10350,cumparare
474,13-May-2023,474,3,10791,cumparare
475,09-Jun-2023,475,26,10791,cumparare
476,14-Jun-2023,476,3,11160,cumparare
477,16-Jul-2023,477,37,11250,cumparare
478,23-Dec-2023,478,26,11385,cumparare
479,22-Oct-2023,479,5,11430,cumparare
480,10-Apr-2023,480,3,11430,cumparare
481,26-Jan-2023,481,26,12555,cumparare
482,26-Feb-2023,482,2,13949,cumparare
483,16-May-2023,483,26,10710,cumparare
484,21-Jun-2023,484,15,11700,cumparare
485,09-Jan-2023,485,26,12330,cumparare
486,01-Jan-2023,486,14,12465,cumparare
487,01-Mar-2023,487,26,13050,cumparare
488,02-Oct-2023,488,10,13770,cumparare
489,27-Jan-2023,489,29,15750,cumparare
490,09-Jun-2023,490,35,10350,cumparare
491,18-Oct-2023,491,17,11655,cumparare
492,17-Jan-2023,492,26,12104,cumparare
493,01-Jan-2023,493,3,12861,cumparare
494,06-Aug-2023,494,3,13049,cumparare
495,04-Jun-2023,495,10,13455,cumparare
496,16-May-2023,496,38,10348,cumparare
497,10-May-2023,497,10,12591,cumparare
498,20-Oct-2023,498,10,13499,cumparare
499,26-Nov-2023,499,26,14265,cumparare
500,18-Jun-2023,500,15,12510,cumparare
501,06-Jul-2023,501,34,13311,cumparare
502,24-Jul-2023,502,14,15975,cumparare
503,06-Sep-2023,503,14,16199,cumparare
504,23-Nov-2023,504,3,17595,cumparare
505,14-Mar-2023,505,26,18207,cumparare
506,27-Sep-2023,506,14,21555,cumparare
507,25-Aug-2023,507,15,26998,cumparare
508,02-Apr-2023,508,25,16020,cumparare
509,27-Sep-2023,509,26,17541,cumparare
510,17-Jul-2023,510,10,17901,cumparare
511,24-Aug-2023,511,15,18270,cumparare
512,08-Mar-2023,512,26,19814,cumparare
513,19-Jan-2023,513,26,24291,cumparare
514,10-Jul-2023,514,14,25110,cumparare
515,21-Jun-2023,515,27,16560,cumparare
516,25-Jul-2023,516,12,18810,cumparare
517,03-Mar-2023,517,26,19754,cumparare
518,24-Aug-2023,518,9,19800,cumparare
519,19-Dec-2023,519,10,20670,cumparare
520,07-Apr-2023,520,26,21321,cumparare
521,09-May-2023,521,20,21599,cumparare
522,03-Dec-2023,522,38,21687,cumparare
523,09-May-2023,523,3,22050,cumparare
524,18-Apr-2023,524,3,22050,cumparare
525,01-Aug-2023,525,38,22410,cumparare
526,11-Dec-2023,526,8,22491,cumparare
527,12-Oct-2023,527,26,22491,cumparare
528,25-Dec-2023,528,1,22950,cumparare
529,03-Nov-2023,529,38,23187,cumparare
530,08-Oct-2023,530,26,24291,cumparare
531,25-Oct-2023,531,10,24622,cumparare
532,02-Nov-2023,532,3,24921,cumparare
533,18-Jun-2023,533,17,25650,cumparare
534,12-Jan-2023,534,23,28800,cumparare
535,21-Feb-2023,535,34,29691,cumparare
536,20-Aug-2023,536,25,30150,cumparare
537,26-Dec-2023,537,25,31950,cumparare
538,22-Feb-2023,538,4,32700,cumparare
539,11-Nov-2023,539,40,19260,cumparare
540,27-Aug-2023,540,40,20188,cumparare
541,11-Sep-2023,541,41,21420,cumparare
542,13-Mar-2023,542,10,21581,cumparare
543,11-Aug-2023,543,10,21591,cumparare
544,02-Jan-2023,544,40,22050,cumparare
545,28-Jun-2023,545,10,22410,cumparare
546,16-Sep-2023,546,10,22491,cumparare
547,13-Dec-2023,547,26,23391,cumparare
548,06-Oct-2023,548,10,23850,cumparare
549,26-Jun-2023,549,30,23850,cumparare
550,23-Dec-2023,550,26,27431,cumparare
551,20-Jan-2023,551,26,29501,cumparare
552,06-Dec-2023,552,26,29691,cumparare
553,25-Dec-2023,553,10,30510,cumparare
554,20-Aug-2023,554,14,31050,cumparare
555,01-Dec-2023,555,26,35909,cumparare
556,25-Jul-2023,556,9,37799,cumparare
557,04-Aug-2023,557,26,21591,cumparare
558,17-Mar-2023,558,40,24526,cumparare
559,09-Apr-2023,559,10,25109,cumparare
560,23-Apr-2023,560,19,28906,cumparare
561,20-Dec-2023,561,5,29610,cumparare
562,17-Feb-2023,562,29,29880,cumparare
563,17-Jun-2023,563,10,31410,cumparare
564,05-Nov-2023,564,26,31490,cumparare
565,18-Sep-2023,565,10,32310,cumparare
566,05-Jan-2023,566,26,33983,cumparare
567,26-Feb-2023,567,26,34199,cumparare
568,19-Jan-2023,568,26,34740,cumparare
569,28-Apr-2023,569,26,47610,cumparare
570,09-Oct-2023,570,17,26989,cumparare
571,07-Jun-2023,571,17,30202,cumparare
572,10-Nov-2023,572,10,33210,cumparare
573,12-Apr-2023,573,4,44460,cumparare
574,20-May-2023,574,8,44990,cumparare
575,06-Aug-2023,575,10,35505,cumparare
576,18-May-2023,576,9,36714,cumparare
577,14-Dec-2023,577,27,44100,cumparare
578,23-Jun-2023,578,42,46782,cumparare
579,14-Jun-2023,579,26,43200,cumparare
580,28-Sep-2023,580,26,49364,cumparare
581,25-Apr-2023,581,26,51164,cumparare
582,08-May-2023,582,14,53991,cumparare
583,24-Mar-2023,583,26,4185,cumparare
584,09-Dec-2023,584,18,4491,cumparare
585,26-Nov-2023,585,35,3501,cumparare
586,13-Nov-2023,586,2,8280,cumparare
587,15-Oct-2023,587,40,2610,cumparare
588,18-Dec-2023,588,19,4815,cumparare
589,12-Dec-2023,589,38,5391,cumparare
590,26-Sep-2023,590,17,3599,cumparare
591,19-Mar-2023,591,15,4410,cumparare
592,09-Jul-2023,592,15,4500,cumparare
593,24-Apr-2023,593,35,5220,cumparare
594,22-Jul-2023,594,4,6741,cumparare
595,16-Nov-2023,595,15,7155,cumparare
596,16-Feb-2023,596,10,4275,cumparare
597,16-Nov-2023,597,5,6741,cumparare
598,19-Oct-2023,598,36,9000,cumparare
599,11-Feb-2023,599,35,7200,cumparare
600,01-Jul-2023,600,3,6291,cumparare
601,08-Jan-2023,601,26,8505,cumparare
602,24-Apr-2023,602,2,8999,cumparare
603,15-May-2023,603,34,10575,cumparare
604,16-Nov-2023,604,8,10791,cumparare
605,25-Jul-2023,605,14,11250,cumparare
606,05-Aug-2023,606,33,9450,cumparare
607,11-Nov-2023,607,19,9675,cumparare
608,21-Jun-2023,608,42,9900,cumparare
609,08-Aug-2023,609,40,10080,cumparare
610,08-Apr-2023,610,4,10799,cumparare
