239,7/1/2023,239,26,10755,cumparare
240,26-12-2023,240,26,11025,cumparare
241,28-8-2023,241,10,7191,cumparare
242,3/12/2023,242,17,7199,cumparare
243,2/1/2023,243,4,7425,cumparare
244,24-9-2023,244,32,8100,cumparare
245,14-4-2023,245,17,8280,cumparare
246,5/2/2023,246,37,8370,cumparare
247,16-9-2023,247,38,8415,cumparare
248,25-10-2023,248,28,8820,cumparare
249,27-7-2023,249,10,8991,cumparare
250,25-6-2023,250,2,9000,cumparare
251,7/5/2023,251,18,9360,cumparare
252,22-1-2023,252,15,9585,cumparare
253,8/5/2023,253,26,9801,cumparare
254,9/10/2023,254,2,9899,cumparare
255,22-4-2023,255,2,9899,cumparare
256,21-12-2023,256,38,9899,cumparare
257,19-2-2023,257,2,10349,cumparare
258,9/5/2023,258,38,10349,cumparare
259,12/9/2023,259,10,10799,cumparare
260,13-11-2023,260,26,10800,cumparare
261,1/9/2023,261,2,12329,cumparare
262,1/12/2023,262,9,8811,cumparare
263,5/10/2023,263,14,9000,cumparare
264,6/9/2023,264,38,9315,cumparare
265,6/3/2023,265,22,9855,cumparare
266,10/7/2023,266,4,9891,cumparare
267,18-3-2023,267,4,9891,cumparare
268,7/7/2023,268,4,10349,cumparare
269,5/11/2023,269,27,10350,cumparare
270,9/5/2023,270,42,10575,cumparare
271,15-8-2023,271,38,11069,cumparare
272,27-8-2023,272,10,11969,cumparare
273,4/5/2023,273,2,13049,cumparare
274,11/10/2023,274,38,13949,cumparare
275,23-4-2023,275,3,14220,cumparare
276,5/4/2023,276,4,8991,cumparare
277,27-3-2023,277,26,9890,cumparare
278,13-8-2023,278,19,9891,cumparare
279,8/9/2023,279,9,10080,cumparare
280,19-6-2023,280,19,10800,cumparare
281,23-10-2023,281,14,11249,cumparare
282,21-6-2023,282,2,11250,cumparare
283,24-8-2023,283,32,11430,cumparare
284,2/7/2023,284,14,12510,cumparare
285,7/10/2023,285,40,13050,cumparare
286,2/12/2023,286,31,13950,cumparare
287,6/11/2023,287,3,15291,cumparare
288,11/12/2023,288,10,15750,cumparare
289,5/12/2023,289,34,13050,cumparare
290,21-9-2023,290,26,13455,cumparare
291,7/8/2023,291,39,13635,cumparare
292,14-4-2023,292,10,13770,cumparare
293,10/8/2023,293,14,13860,cumparare
294,13-1-2023,294,3,13950,cumparare
295,9/9/2023,295,4,14391,cumparare
296,14-2-2023,296,27,14841,cumparare
297,20-3-2023,297,38,14850,cumparare
298,24-12-2023,298,14,15120,cumparare
299,17-1-2023,299,3,15525,cumparare
300,14-4-2023,300,15,17091,cumparare
301,26-5-2023,301,39,17550,cumparare
302,12/8/2023,302,26,17991,cumparare
303,23-12-2023,303,42,18000,cumparare
304,1/10/2023,304,26,18450,cumparare
305,2/7/2023,305,3,18495,cumparare
306,11/6/2023,306,14,19791,cumparare
307,13-8-2023,307,19,10980,cumparare
308,9/3/2023,308,34,12105,cumparare
309,7/11/2023,309,5,12510,cumparare
310,26-7-2023,310,4,12591,cumparare
311,27-11-2023,311,32,12860,cumparare
312,11/2/2023,312,16,13230,cumparare
313,6/12/2023,313,10,13941,cumparare
314,8/6/2023,314,10,14354,cumparare
315,3/4/2023,315,3,14391,cumparare
316,5/2/2023,316,4,14544,cumparare
317,25-1-2023,317,29,14849,cumparare
318,19-4-2023,318,35,14940,cumparare
319,26-7-2023,319,26,15851,cumparare
320,13-6-2023,320,17,16380,cumparare
321,13-10-2023,321,10,16815,cumparare
322,8/9/2023,322,36,16920,cumparare
323,9/1/2023,323,10,17054,cumparare
324,24-12-2023,324,32,17100,cumparare
325,13-1-2023,325,5,17279,cumparare
326,7/2/2023,326,9,17415,cumparare
327,10/10/2023,327,14,17460,cumparare
328,6/11/2023,328,10,17541,cumparare
329,2/8/2023,329,10,17955,cumparare
330,22-9-2023,330,4,18810,cumparare
331,10/12/2023,331,38,19979,cumparare
332,22-3-2023,332,4,21510,cumparare
333,21-11-2023,333,3,23130,cumparare
334,17-7-2023,334,38,26370,cumparare
335,15-4-2023,335,42,11610,cumparare
336,12/1/2023,336,32,12555,cumparare
337,23-11-2023,337,14,13049,cumparare
338,7/8/2023,338,3,14395,cumparare
339,14-12-2023,339,32,14751,cumparare
340,24-8-2023,340,26,15291,cumparare
341,24-3-2023,341,26,15291,cumparare
342,20-2-2023,342,17,16065,cumparare
343,11/12/2023,343,5,16191,cumparare
344,17-1-2023,344,26,16199,cumparare
345,1/8/2023,345,42,16731,cumparare
346,5/8/2023,346,26,16911,cumparare
347,4/2/2023,347,10,17054,cumparare
348,23-10-2023,348,26,17550,cumparare
349,2/1/2023,349,35,17989,cumparare
350,14-3-2023,350,10,17991,cumparare
351,23-6-2023,351,26,17993,cumparare
352,10/5/2023,352,7,18180,cumparare
353,5/9/2023,353,3,18881,cumparare
354,8/3/2023,354,10,19341,cumparare
355,3/12/2023,355,26,19800,cumparare
356,11/11/2023,356,10,20204,cumparare
357,23-4-2023,357,10,20691,cumparare
358,28-3-2023,358,10,20691,cumparare
359,6/6/2023,359,9,20880,cumparare
360,4/12/2023,360,9,21420,cumparare
361,2/6/2023,361,5,14391,cumparare
362,7/5/2023,362,1,15210,cumparare
363,11/10/2023,363,16,15210,cumparare
364,21-3-2023,364,14,16380,cumparare
365,15-1-2023,365,5,16425,cumparare
366,22-5-2023,366,36,16605,cumparare
367,3/4/2023,367,26,17054,cumparare
368,20-5-2023,368,10,18720,cumparare
369,26-8-2023,369,30,19350,cumparare
370,13-2-2023,370,14,19440,cumparare
371,14-5-2023,371,40,19485,cumparare
372,15-12-2023,372,26,19746,cumparare
373,23-9-2023,373,10,20160,cumparare
374,20-4-2023,374,5,20638,cumparare
375,14-7-2023,375,42,20691,cumparare
376,14-9-2023,376,3,20880,cumparare
377,24-8-2023,377,10,21141,cumparare
378,14-8-2023,378,10,21510,cumparare
379,23-4-2023,379,40,22489,cumparare
380,22-2-2023,380,10,23850,cumparare
381,3/10/2023,381,15,24075,cumparare
382,9/3/2023,382,26,24191,cumparare
383,26-7-2023,383,3,24255,cumparare
384,24-5-2023,384,10,25020,cumparare
385,27-4-2023,385,26,25092,cumparare
386,26-11-2023,386,4,26010,cumparare
387,24-9-2023,387,1,26910,cumparare
388,19-6-2023,388,9,27449,cumparare
389,2/5/2023,389,19,27835,cumparare
390,14-6-2023,390,38,32398,cumparare
391,13-10-2023,391,10,17991,cumparare
392,14-3-2023,392,32,18765,cumparare
393,18-11-2023,393,10,21511,cumparare
394,21-11-2023,394,38,22860,cumparare
395,19-5-2023,395,26,23030,cumparare
396,23-1-2023,396,18,28350,cumparare
397,23-1-2023,397,26,28917,cumparare
398,17-12-2023,398,26,30545,cumparare
399,16-3-2023,399,4,33660,cumparare
400,5/5/2023,400,3,17999,cumparare
401,26-3-2023,401,5,21149,cumparare
402,22-10-2023,402,42,24165,cumparare
403,5/6/2023,403,17,24633,cumparare
404,22-8-2023,404,19,26548,cumparare
405,26-9-2023,405,14,30330,cumparare
406,14-8-2023,406,26,31283,cumparare
407,13-2-2023,407,4,32850,cumparare
408,25-10-2023,408,26,32310,cumparare
409,25-11-2023,409,26,40410,cumparare
410,20-9-2023,410,26,28260,cumparare
411,8/9/2023,411,26,31950,cumparare
412,27-6-2023,412,14,37623,cumparare
413,9/5/2023,413,14,49796,cumparare
414,6/10/2023,414,10,53100,cumparare
415,6/3/2023,415,4,7875,cumparare
416,5/8/2023,416,14,8010,cumparare
417,17-11-2023,417,25,8550,cumparare
418,18-9-2023,418,10,9890,cumparare
419,17-10-2023,419,14,10350,cumparare
420,27-9-2023,420,19,8820,cumparare
421,11/9/2023,421,38,9270,cumparare
422,20-2-2023,422,32,10530,cumparare
423,17-3-2023,423,26,10791,cumparare
424,13-4-2023,424,26,11691,cumparare
425,12/7/2023,425,4,12149,cumparare
426,7/4/2023,426,17,9351,cumparare
427,23-4-2023,427,3,12060,cumparare
428,22-12-2023,428,17,12150,cumparare
429,5/12/2023,429,14,11691,cumparare
430,12/12/2023,430,41,15210,cumparare
431,16-4-2023,431,14,19701,cumparare
432,13-1-2023,432,14,22497,cumparare
433,26-5-2023,433,40,23323,cumparare
434,11/4/2023,434,4,17549,cumparare
435,3/11/2023,435,40,20777,cumparare
436,19-2-2023,436,10,22230,cumparare
437,24-8-2023,437,26,23382,cumparare
438,21-2-2023,438,14,25191,cumparare
439,25-2-2023,439,26,40409,cumparare
440,19-7-2023,440,26,26089,cumparare
441,15-6-2023,441,26,29691,cumparare
442,11/9/2023,442,10,31050,cumparare
443,7/9/2023,443,5,28710,cumparare
444,22-11-2023,444,8,42210,cumparare
445,11/1/2023,445,19,40687,cumparare
446,15-9-2023,446,32,6300,cumparare
447,8/7/2023,447,17,10781,cumparare
448,20-8-2023,448,10,7829,cumparare
449,13-8-2023,449,10,9442,cumparare
450,17-10-2023,450,38,8460,cumparare
451,5/5/2023,451,29,9000,cumparare
452,28-11-2023,452,38,9899,cumparare
453,15-9-2023,453,2,10799,cumparare
454,3/12/2023,454,38,11249,cumparare
455,3/3/2023,455,38,11699,cumparare
456,16-1-2023,456,9,6750,cumparare
457,10/2/2023,457,3,7605,cumparare
458,10/7/2023,458,29,7731,cumparare
459,13-8-2023,459,27,8091,cumparare
460,17-9-2023,460,3,8999,cumparare
461,27-8-2023,461,26,9855,cumparare
462,27-5-2023,462,5,9891,cumparare
463,26-9-2023,463,14,9900,cumparare
464,18-3-2023,464,2,10170,cumparare
465,27-11-2023,465,10,10305,cumparare
466,2/5/2023,466,38,10350,cumparare
467,26-10-2023,467,38,10799,cumparare
468,24-7-2023,468,38,11429,cumparare
469,27-4-2023,469,2,11699,cumparare
470,5/4/2023,470,14,7110,cumparare
471,4/3/2023,471,14,8550,cumparare
472,5/11/2023,472,26,9810,cumparare
473,21-5-2023,473,30,10350,cumparare
474,13-4-2023,474,3,10791,cumparare
475,5/1/2023,475,26,10791,cumparare
476,10/9/2023,476,3,11160,cumparare
477,21-11-2023,477,37,11250,cumparare
478,16-12-2023,478,26,11385,cumparare
479,11/5/2023,479,5,11430,cumparare
480,13-3-2023,480,3,11430,cumparare
481,22-4-2023,481,26,12555,cumparare
482,28-5-2023,482,2,13949,cumparare
483,14-6-2023,483,26,10710,cumparare
484,16-3-2023,484,15,11700,cumparare
485,20-6-2023,485,26,12330,cumparare
486,18-7-2023,486,14,12465,cumparare
487,22-12-2023,487,26,13050,cumparare
488,21-1-2023,488,10,13770,cumparare
489,7/1/2023,489,29,15750,cumparare
490,25-9-2023,490,35,10350,cumparare
491,4/3/2023,491,17,11655,cumparare
492,19-10-2023,492,26,12104,cumparare
493,9/10/2023,493,3,12861,cumparare
494,17-7-2023,494,3,13049,cumparare
495,24-10-2023,495,10,13455,cumparare
496,2/9/2023,496,38,10348,cumparare
497,10/4/2023,497,10,12591,cumparare
498,22-3-2023,498,10,13499,cumparare
499,13-9-2023,499,26,14265,cumparare
500,20-2-2023,500,15,12510,cumparare
501,10/12/2023,501,34,13311,cumparare
502,3/10/2023,502,14,15975,cumparare
503,26-8-2023,503,14,16199,cumparare
504,12/1/2023,504,3,17595,cumparare
505,14-11-2023,505,26,18207,cumparare
506,20-12-2023,506,14,21555,cumparare
507,16-3-2023,507,15,26998,cumparare
508,8/3/2023,508,25,16020,cumparare
509,8/12/2023,509,26,17541,cumparare
510,10/1/2023,510,10,17901,cumparare
511,2/9/2023,511,15,18270,cumparare
512,17-7-2023,512,26,19814,cumparare
513,27-2-2023,513,26,24291,cumparare
514,13-9-2023,514,14,25110,cumparare
515,11/8/2023,515,27,16560,cumparare
516,16-2-2023,516,12,18810,cumparare
517,11/11/2023,517,26,19754,cumparare
518,7/10/2023,518,9,19800,cumparare
519,14-11-2023,519,10,20670,cumparare
520,7/8/2023,520,26,21321,cumparare
521,18-9-2023,521,20,21599,cumparare
522,5/12/2023,522,38,21687,cumparare
523,16-9-2023,523,3,22050,cumparare
524,3/7/2023,524,3,22050,cumparare
525,17-4-2023,525,38,22410,cumparare
526,16-5-2023,526,8,22491,cumparare
527,6/10/2023,527,26,22491,cumparare
528,16-8-2023,528,1,22950,cumparare
529,13-8-2023,529,38,23187,cumparare
530,4/10/2023,530,26,24291,cumparare
531,28-4-2023,531,10,24622,cumparare
532,25-11-2023,532,3,24921,cumparare
533,16-4-2023,533,17,25650,cumparare
534,7/7/2023,534,23,28800,cumparare
535,19-5-2023,535,34,29691,cumparare
536,22-4-2023,536,25,30150,cumparare
537,17-2-2023,537,25,31950,cumparare
538,3/12/2023,538,4,32700,cumparare
539,25-7-2023,539,40,19260,cumparare
540,8/4/2023,540,40,20188,cumparare
541,5/9/2023,541,41,21420,cumparare
542,7/5/2023,542,10,21581,cumparare
543,13-10-2023,543,10,21591,cumparare
544,19-5-2023,544,40,22050,cumparare
545,26-9-2023,545,10,22410,cumparare
546,11/4/2023,546,10,22491,cumparare
547,20-11-2023,547,26,23391,cumparare
548,10/12/2023,548,10,23850,cumparare
549,14-8-2023,549,30,23850,cumparare
550,6/1/2023,550,26,27431,cumparare
551,6/4/2023,551,26,29501,cumparare
552,14-7-2023,552,26,29691,cumparare
553,6/5/2023,553,10,30510,cumparare
554,2/5/2023,554,14,31050,cumparare
555,6/1/2023,555,26,35909,cumparare
556,13-9-2023,556,9,37799,cumparare
557,28-12-2023,557,26,21591,cumparare
558,14-1-2023,558,40,24526,cumparare
559,16-12-2023,559,10,25109,cumparare
560,10/5/2023,560,19,28906,cumparare
561,12/6/2023,561,5,29610,cumparare
562,8/10/2023,562,29,29880,cumparare
563,22-11-2023,563,10,31410,cumparare
564,25-7-2023,564,26,31490,cumparare
565,24-2-2023,565,10,32310,cumparare
566,7/11/2023,566,26,33983,cumparare
567,2/12/2023,567,26,34199,cumparare
568,13-7-2023,568,26,34740,cumparare
569,23-8-2023,569,26,47610,cumparare
570,23-10-2023,570,17,26989,cumparare
571,7/1/2023,571,17,30202,cumparare
572,10/3/2023,572,10,33210,cumparare
573,12/9/2023,573,4,44460,cumparare
574,27-8-2023,574,8,44990,cumparare
575,8/6/2023,575,10,35505,cumparare
576,24-5-2023,576,9,36714,cumparare
577,26-7-2023,577,27,44100,cumparare
578,5/8/2023,578,42,46782,cumparare
579,4/6/2023,579,26,43200,cumparare
580,13-1-2023,580,26,49364,cumparare
581,18-1-2023,581,26,51164,cumparare
582,9/1/2023,582,14,53991,cumparare
583,10/1/2023,583,26,4185,cumparare
584,8/3/2023,584,18,4491,cumparare
585,8/2/2023,585,35,3501,cumparare
586,15-5-2023,586,2,8280,cumparare
587,13-5-2023,587,40,2610,cumparare
588,12/5/2023,588,19,4815,cumparare
589,5/10/2023,589,38,5391,cumparare
590,22-9-2023,590,17,3599,cumparare
591,26-12-2023,591,15,4410,cumparare
592,20-8-2023,592,15,4500,cumparare
593,12/3/2023,593,35,5220,cumparare
594,23-2-2023,594,4,6741,cumparare
595,13-6-2023,595,15,7155,cumparare
596,17-8-2023,596,10,4275,cumparare
597,28-2-2023,597,5,6741,cumparare
598,11/8/2023,598,36,9000,cumparare
599,1/10/2023,599,35,7200,cumparare
600,8/1/2023,600,3,6291,cumparare
601,21-12-2023,601,26,8505,cumparare
602,13-1-2023,602,2,8999,cumparare
603,16-5-2023,603,34,10575,cumparare
604,27-1-2023,604,8,10791,cumparare
605,12/8/2023,605,14,11250,cumparare
606,17-6-2023,606,33,9450,cumparare
607,20-9-2023,607,19,9675,cumparare
608,9/10/2023,608,42,9900,cumparare
609,9/10/2023,609,40,10080,cumparare
610,4/12/2023,610,4,10799,cumparare
611,20-11-2023,611,15,11970,cumparare
612,3/10/2023,612,26,12141,cumparare
613,14-5-2023,613,30,12149,cumparare
614,11/3/2023,614,2,12599,cumparare
615,12/7/2023,615,36,13005,cumparare
616,7/11/2023,616,2,13499,cumparare
617,16-7-2023,617,40,13500,cumparare
618,6/12/2023,618,41,13680,cumparare
619,23-2-2023,619,14,14130,cumparare
620,6/4/2023,620,17,8910,cumparare
621,27-11-2023,621,26,10791,cumparare
622,15-7-2023,622,23,10890,cumparare
623,13-11-2023,623,4,11249,cumparare
624,16-5-2023,624,2,11699,cumparare
625,1/3/2023,625,35,15885,cumparare
626,2/5/2023,626,5,10080,cumparare
627,23-10-2023,627,4,10503,cumparare
628,14-7-2023,628,40,11340,cumparare
629,27-9-2023,629,15,12150,cumparare
630,19-9-2023,630,19,12509,cumparare
631,19-6-2023,631,38,12870,cumparare
632,17-12-2023,632,2,12870,cumparare
633,7/2/2023,633,14,13049,cumparare
634,4/8/2023,634,14,13050,cumparare
635,15-9-2023,635,11,13950,cumparare
636,2/5/2023,636,26,15885,cumparare
637,2/12/2023,637,10,16199,cumparare
638,5/12/2023,638,19,23130,cumparare
639,3/12/2023,639,19,13320,cumparare
640,20-10-2023,640,7,13455,cumparare
641,14-12-2023,641,14,13491,cumparare
642,22-10-2023,642,18,13950,cumparare
643,8/9/2023,643,10,14391,cumparare
644,27-9-2023,644,26,14400,cumparare
645,17-2-2023,645,15,14580,cumparare
646,24-7-2023,646,9,14715,cumparare
647,1/4/2023,647,5,15021,cumparare
648,7/9/2023,648,26,15476,cumparare
649,24-11-2023,649,14,15750,cumparare
650,24-12-2023,650,2,16110,cumparare
651,25-1-2023,651,17,17550,cumparare
652,3/5/2023,652,18,18270,cumparare
653,24-12-2023,653,29,18450,cumparare
654,8/10/2023,654,14,19349,cumparare
655,6/10/2023,655,19,19791,cumparare
656,24-7-2023,656,32,22500,cumparare
657,28-3-2023,657,21,27899,cumparare
658,16-11-2023,658,38,13320,cumparare
659,11/10/2023,659,42,13491,cumparare
660,21-6-2023,660,38,13941,cumparare
661,16-2-2023,661,4,14661,cumparare
662,15-7-2023,662,23,15210,cumparare
663,7/12/2023,663,3,15570,cumparare
664,6/3/2023,664,14,15795,cumparare
665,14-5-2023,665,27,15885,cumparare
666,26-8-2023,666,26,16191,cumparare
