Alfa Romeo,GT,2007,196000,2400,TM 893 QNS,ZARHO9XGVYACY17H0,38,22
Alfa Romeo,Giulia,2016,121000,18699,BH 071 EVE,ZARTETIQ1B4ZZHO38,5,23
Alfa Romeo,Giulia,2017,199900,13990,MM 132 QHA,ZARVWY7M96JKY3LP3,27,24
Alfa Romeo,Giulia,2017,79000,18500,DJ 686 DTY,ZARV48VY0AM6RSGH3,18,25
Alfa Romeo,Giulia,2017,76335,20950,IF 614 PCH,ZARVM7E1P3KYX8RV7,26,26
Alfa Romeo,Giulia,2018,199000,15500,B 393 QFK,ZARW0WZ4K34ACXRC7,10,27
Alfa Romeo,Giulia,2018,89500,31000,BV 203 ADN,ZARWDTV73U0METDL4,9,28
Alfa Romeo,Giulia,2019,88756,27500,B 513 XDG,ZARXZTXZFGGKBW3Q5,10,29
Alfa Romeo,Giulia,2019,56642,31990,IF 761 PRA,ZARXZT9KOG2KE9RBX,26,30
Alfa Romeo,Giulia,2019,54500,35400,TM 823 TXE,ZARX3OMYALL2ER5O4,38,31
Alfa Romeo,Giulia,2023,258,53826,B 509 PYX,ZARDS5K9YFOWCOOK7,10,32
Alfa Romeo,Giulietta,2011,250000,5790,AR 926 VDN,ZARM3CX6DKC2N35I5,2,33
Alfa Romeo,Giulietta,2013,244000,6499,TM 537 ZID,ZARP6B1NP28D9NK1X,38,34
Alfa Romeo,Giulietta,2013,202494,7650,CJ 488 BKD,ZARP5GMUWO4MRZWS9,14,35
Alfa Romeo,Giulietta,2017,95522,21500,B 255 DKX,ZARVNQFAJ8NDUZO12,10,36
Alfa Romeo,Mito,2009,97500,4950,DJ 295 VBL,ZARK4SNDME6UUEGS4,18,37
Alfa Romeo,Mito,2010,172088,4750,IF 236 HSB,ZARL4TWDRYOP8HHK4,26,38
Alfa Romeo,Mito,2010,189062,5850,SV 509 SIN,ZARLDC048GAK72F7X,36,39
Alfa Romeo,Stelvio,2017,110600,23989,B 554 DCZ,ZARV06DYS735LAZL3,10,40
Alfa Romeo,Stelvio,2018,92453,23500,CJ 734 DHG,ZARW622XV2YBCLEW5,14,41
Alfa Romeo,Stelvio,2018,133386,26989,IF 137 JZN,ZARWPMY1VKQ18LWG0,26,42
Alfa Romeo,Stelvio,2018,137327,28989,IF 347 ANE,ZARWK9P25BAPVNB07,26,43
Alfa Romeo,Stelvio,2018,74359,30928,GL 697 HIZ,ZARWCHX16TURJCX58,19,44
Alfa Romeo,Stelvio,2021,209500,23999,B 313 DAB,ZARB4BXNWJQ8C7VK3,10,45
Alfa Romeo,Stelvio,2022,14900,54899,TM 785 VMN,ZARCUFVMI17DDATQ7,38,46
Alfa Romeo,Stelvio,2022,6200,54989,TM 233 OSC,ZARCYGVNRLJE20HX0,38,47
Alfa Romeo,Stelvio,2022,16000,95000,SV 093 AOG,ZARC4NEUBK80PUI7X,36,48
Alfa Romeo,Tonale,2022,5,43355,TM 604 QWX,ZARCIL4V27GFRLGK0,38,49
Alfa Romeo,Tonale,2023,1,43137,IS 412 DXG,ZARD8IGX05MGWJ936,25,50
Altul,Altul,2009,188000,4200,VL 002 ZHX,ALTK0C746ZAJO0452,40,51
Altul,Altul,2012,99000,6390,VN 293 KWU,ALTN9WZV4ISRS5BFX,42,52
Altul,Altul,2022,3163,25800,CJ 764 NPC,ALTC4EXTNS6MXG2J0,14,53
Altul,Altul,2023,1,3698,BV 655 DNB,ALTDNI2IK4XZVD403,9,54
Altul,Altul,2023,1,3998,BV 503 PWU,ALTDVCB05CXNMHMX0,9,55
Altul,Altul,2023,1,5798,BV 468 EHS,ALTDJF2SH65GT6XM3,9,56
Aston Martin,DB9,2011,169000,45000,AB 399 WOE,SCFM41CZXA6GNXJE2,1,57
Aston Martin,DBS,2023,2750,399989,IF 783 ZVG,SCFDH0C9OLNGZKDI8,26,58
Aston Martin,DBX,2023,20,279323,IS 323 ARU,SCFDYP11ZDNX3P8T3,25,59
Aston Martin,V8 Vantage,2019,7562,129699,BH 279 JZR,SCFXWHVEAJCM7TUH9,5,60
Audi,80,1979,45317,80000,HR 699 HPB,TRUASGMABMDITDQ14,22,61
Audi,80,1992,215000,2800,PH 377 CQY,TRUN5HHME0G0XVW59,32,62
Audi,A1,2011,149500,6199,SB 437 IXF,TRUMURPSMT05A2D06,35,63
Audi,A1,2011,252000,6200,DB 536 TQQ,TRUMPIOC1HHNVQRP7,17,64
Audi,A1,2011,213000,6800,IS 477 CDS,TRUM82I1WLEVJKKS4,25,65
Audi,A1,2012,185000,8650,CJ 346 DOS,TRUN11RFV1LMVKKG4,14,66
Audi,A1,2012,201743,8750,MS 474 XQG,TRUNQAL6N5ECQM3E1,29,67
Audi,A1,2012,187000,10550,B 782 RYR,TRUN0VJVPOULKCQZ0,10,68
Audi,A1,2013,175000,9490,MS 611 HBA,TRUPNAII3ZDR9VAP7,29,69
Audi,A1,2013,198500,11390,B 409 NZY,TRUPF496TMO5XOS40,10,70
Audi,A1,2016,180000,13550,B 783 MUK,TRUTT5KBP57YCJBI7,10,71
Audi,A1,2017,47015,14500,VL 838 AFA,TRUVN39VW2I6CH6GX,40,72
Audi,A1,2022,31500,27654,CJ 967 AWE,TRUC3ETHIEJ8VHYK2,14,73
Audi,A3,2001,205000,1500,PH 922 KCB,TRUBCFOTIUWD9U4BX,32,74
Audi,A3,2004,253000,2999,SB 578 YSR,TRUE9OHJZ0QLH8MOX,35,75
Audi,A3,2005,180000,2000,TM 778 QBB,TRUF1UM9KV2UXD75X,38,76
Audi,A3,2006,225789,3000,TM 418 YZN,TRUGF1JJIJPK4O8K7,38,77
Audi,A3,2006,271000,3900,MS 482 GBI,TRUGKP4KKLUO4QPX1,29,78
Audi,A3,2006,182546,4050,GL 717 GCU,TRUGCCU1LRIITNB73,19,79
Audi,A3,2006,242563,4999,CJ 588 WKO,TRUGUIMZ6NHOLQ029,14,80
Audi,A3,2007,210000,3150,HD 410 GXW,TRUHQMO97W9JLGJK6,23,81
Audi,A3,2007,197000,4690,TM 423 VTL,TRUH3EQN514QCCWN0,38,82
Audi,A3,2007,228000,4850,TM 517 ZBY,TRUHZJJ75NYA2B0O9,38,83
Audi,A3,2008,191000,4700,DB 590 IEZ,TRUJMLPO4D0HVDOA9,17,84
Audi,A3,2008,243000,5950,IS 253 IWG,TRUJ4BYMX4XQUJDT3,25,85
Audi,A3,2009,260000,4780,GJ 485 JKL,TRUKIUV71W6ECHM62,21,86
Audi,A3,2009,230000,5750,AR 181 AEI,TRUKIQ3FUR4EIGWC9,2,87
Audi,A3,2009,249091,5790,NT 145 TAV,TRUK0EQQ3S3QXRSZ0,30,88
Audi,A3,2009,184200,6400,NT 736 DMZ,TRUK3ZKEL2W71DYY1,30,89
Audi,A3,2009,217901,6490,DJ 323 AIZ,TRUKCNNM8AVJNELHX,18,90
Audi,A3,2009,268000,6799,AG 110 MXK,TRUKY1AM4V09JJPN5,3,91
Audi,A3,2009,239500,7200,HD 303 CAO,TRUKW3QBKY4W4HXK3,23,92
Audi,A3,2010,246000,5490,BH 503 CZC,TRULS9WR3T05ANEF8,5,93
Audi,A3,2010,263000,6150,BC 937 KVE,TRULVSB3KHS12RFF0,4,94
Audi,A3,2010,340000,7400,CJ 759 KOR,TRULRKTRY94FJ9FJ9,14,95
Audi,A3,2011,192012,5990,IS 615 YIE,TRUMFFVI8CQ1EU9J2,25,96
Audi,A3,2011,181950,6450,CJ 810 LME,TRUML0SD8XKZ4J2T3,14,97
Audi,A3,2011,279000,7599,B 892 TPN,TRUM6S2RTFUPFS593,10,98
Audi,A3,2011,322000,7999,BC 854 TIC,TRUMCSNYH0LBPOXT8,4,99
Audi,A3,2011,202560,8090,AG 472 WXE,TRUMIP5WPZ8ATPPV7,3,100
Audi,A3,2011,195000,8200,IS 149 HMB,TRUMQFC6BXFNZL7N6,25,101
Audi,A3,2012,230000,6750,AR 861 XFN,TRUN3RRD2EQ0B4TH2,2,102
Audi,A3,2012,175000,6990,NT 650 CXO,TRUNRUW9LGBWLFLI0,30,103
Audi,A3,2012,251127,8950,IF 666 CHA,TRUNY71ROQAFWOBB6,26,104
Audi,A3,2013,137000,8990,IS 989 PIX,TRUP5T6FLR5BGW756,25,105
Audi,A3,2013,179000,9650,TM 076 ZGH,TRUP9MQQXCFHGJKD1,38,106
Audi,A3,2013,256000,11800,IF 321 AGA,TRUPUXOX3KVHKKJL8,26,107
Audi,A3,2013,246300,12990,IS 074 REN,TRUPYEX39IP3I4EC3,25,108
Audi,A3,2013,166000,13990,MS 437 JDR,TRUPBX954DFRFH5Y3,29,109
Audi,A3,2014,260232,9850,CJ 598 QZQ,TRUR2QQUF9M1SK8Z8,14,110
Audi,A3,2014,223500,10000,CJ 180 ZQJ,TRUR7LIDPALQKZ6N3,14,111
Audi,A3,2014,220177,10900,PH 014 JCQ,TRURFB1VDJ67CF3L8,32,112
Audi,A3,2014,197700,10950,SB 490 GHY,TRUR0ZUY020S5I958,35,113
Audi,A3,2014,267755,10970,CJ 547 JLI,TRURL8CHFZYM1WRB3,14,114
Audi,A3,2014,169000,11450,DJ 447 ZSV,TRURR3EOWJZFR06H8,18,115
Audi,A3,2014,150741,12999,SV 025 CHQ,TRURWLP6XWM31TW2X,36,116
Audi,A3,2014,182550,12999,CJ 580 IDM,TRURDZX0F16PG8VDX,14,117
Audi,A3,2014,128272,13990,AG 478 SQN,TRURBEWKDUAIKEAP6,3,118
Audi,A3,2015,240000,11990,CJ 565 CKF,TRUST7F82H3UDHXF3,14,119
Audi,A3,2015,165684,12050,B 543 XKA,TRUSZ9NM14LKDDKFX,10,120
Audi,A3,2015,277000,12499,BC 081 MZP,TRUSAEWXKH889RTK2,4,121
Audi,A3,2015,177000,12790,SB 843 SVV,TRUSAUT4XM8W39IO0,35,122
Audi,A3,2015,159000,13250,B 600 WOV,TRUSZC6V8RN54P463,10,123
Audi,A3,2015,189242,14990,IF 008 SCH,TRUS6DWMMM0HNN0V3,26,124
Audi,A3,2015,157283,15450,B 453 QNZ,TRUSMVE1YGYS20P61,10,125
Audi,A3,2015,227000,15500,GJ 476 QKL,TRUS5FOPW5R41M7M5,21,126
Audi,A3,2015,225000,16800,IS 648 YGI,TRUSG6OO16VY2CJO9,25,127
Audi,A3,2016,128000,13500,CT 711 OFM,TRUTQMPEZXKDY9ZX5,15,128
Audi,A3,2016,229000,14949,IF 112 ETE,TRUTNTBAKBMGYC426,26,129
Audi,A3,2017,220000,12499,BC 702 KAB,TRUVCI0KCKYPHKXP8,4,130
Audi,A3,2017,198900,12599,TM 544 WRS,TRUVXZP3I53P1DH38,38,131
Audi,A3,2017,170000,15988,B 119 LHY,TRUVDVS2JVYG3TTX3,10,132
Audi,A3,2017,109000,16990,BC 566 CGN,TRUVA7SLDXDWRZ473,4,133
Audi,A3,2017,89000,20900,BH 399 KFB,TRUVDLELC8KM4GT91,5,134
Audi,A3,2017,97000,21290,TM 898 TWB,TRUVZABJ0JM2D9TD0,38,135
Audi,A3,2018,223000,12990,B 912 ZMR,TRUWF0VZD9JSVF2JX,10,136
Audi,A3,2018,154600,13490,GL 560 UNA,TRUWYYBRP8XUA5DQ0,19,137
Audi,A3,2018,130549,15500,IS 165 YVI,TRUW33BSG7MTPNEF4,25,138
Audi,A3,2018,161000,16800,BH 715 JFD,TRUWF9O8VIPIFGBW6,5,139
Audi,A3,2018,179980,16800,BV 191 XGF,TRUWRYYZDSC6JN2U6,9,140
Audi,A3,2018,165800,17498,AG 797 EGX,TRUW0RGBIOZOZEI98,3,141
Audi,A3,2018,64383,17800,B 611 TWT,TRUWOMEFX2SA5QCL3,10,142
Audi,A3,2018,184000,18500,MS 384 QGU,TRUWRVL42IRQWXDZX,29,143
Audi,A3,2019,218240,14934,MS 618 IZV,TRUXVWW6O7QKCFVB9,29,144
Audi,A3,2019,155523,16990,IF 675 QAI,TRUX48LKBHHK937J6,26,145
Audi,A3,2019,168696,18489,IF 167 NMK,TRUX7RGFGQZZ144J2,26,146
Audi,A3,2019,19000,19550,B 639 ZPS,TRUX18661N53WSUW7,10,147
Audi,A3,2019,140911,19699,B 664 JTF,TRUX1GS92RU32CJV5,10,148
Audi,A3,2019,109433,22608,CJ 305 AAB,TRUXE7HU47YLDOI6X,14,149
Audi,A3,2019,72148,28500,CJ 938 VAD,TRUXHIJUSHHWKW1H2,14,150
Audi,A3,2020,195000,16390,BH 467 YMK,TRUAZZVYAOV15YVX3,5,151
Audi,A3,2020,177450,16997,CJ 993 QLC,TRUAPUZT7RKO1QS3X,14,152
Audi,A3,2020,109000,19992,DB 326 CXD,TRUAKQV083N5JRH79,17,153
Audi,A3,2020,152990,21420,IF 535 IXC,TRUA05DVMCZK7AP23,26,154
Audi,A3,2020,47700,22900,SB 022 ZLK,TRUA9F7ES2GB47D14,35,155
Audi,A3,2020,198222,33900,B 080 JBK,TRUAE8EV0O6896U89,10,156
Audi,A3,2021,26509,23490,B 728 AFP,TRUBLVP0NCJHJ0GY4,10,157
Audi,A3,2021,13000,28500,IF 644 MUF,TRUB1IN5CZRT5G3A3,26,158
Audi,A3,2022,23375,26989,B 568 VFS,TRUCJ86P7VI5QRVQ4,10,159
Audi,A3,2022,9000,35500,BV 631 NGD,TRUCE2WML3XRPI5I7,9,160
Audi,A3,2023,14801,27900,AG 644 NAF,TRUDJMFQB9DZSSMO2,3,161
Audi,A4,2002,272000,2650,AR 821 PDC,TRUCU4LNF6FF0H2UX,2,162
Audi,A4,2002,300000,3489,B 459 IWF,TRUCOD4KBA80JWSF0,10,163
Audi,A4,2002,200000,7500,GL 950 MOQ,TRUC87WF8COBCXJH7,19,164
Audi,A4,2003,231800,1499,SM 702 ODW,TRUDM64A961ZJJBV1,34,165
Audi,A4,2004,261600,1650,DJ 259 SJB,TRUEXBXFKNT8K08X0,18,166
Audi,A4,2004,359323,2490,BC 605 JKD,TRUESMCETM55KYCV1,4,167
Audi,A4,2004,168000,3700,CT 864 AOZ,TRUE4Q5HUSVDDAI80,15,168
Audi,A4,2005,327000,3000,IS 946 ARH,TRUFDC34WTSG7GGC4,25,169
Audi,A4,2005,335000,3999,BC 931 MNR,TRUFBG0M1WM1APMJ0,4,170
Audi,A4,2005,221758,5200,IF 563 QAF,TRUFKU23VGQJWG269,26,171
Audi,A4,2006,360000,2750,TM 119 JNZ,TRUGF041HCO3QBFE1,38,172
Audi,A4,2006,200000,2990,GL 604 SBG,TRUG14WEQH6YQERJ4,19,173
Audi,A4,2006,300000,3150,BH 185 DAB,TRUG5KVPB1JLCFEN5,5,174
Audi,A4,2006,340000,3200,GJ 932 NLE,TRUGQCWJLU6TWTFV5,21,175
Audi,A4,2006,257000,3550,AR 764 XLI,TRUGI6I623K09YXC9,2,176
Audi,A4,2006,280000,3750,AR 031 LRS,TRUGKW6KQ1QX4K2X7,2,177
Audi,A4,2006,296000,3750,MS 344 CAW,TRUGCMHJAMO4PQHP1,29,178
Audi,A4,2006,224000,3999,AR 435 KCY,TRUG04KIAL3TDZA84,2,179
Audi,A4,2006,242000,3999,TM 522 ZDM,TRUG0CUTNWKAYKOE6,38,180
Audi,A4,2006,246000,3999,AR 320 CFV,TRUGJ84F3GXKM6619,2,181
Audi,A4,2006,269000,4150,PH 232 WSE,TRUGRQCW9RYD3T2M0,32,182
Audi,A4,2006,123000,5250,SB 983 CPR,TRUG9K9YD48J519X9,35,183
Audi,A4,2007,251000,4950,AR 151 QQH,TRUHU27OLPORQUEQ6,2,184
Audi,A4,2007,252000,5500,SV 757 HRU,TRUH086VAAONXSM09,36,185
Audi,A4,2008,253000,3980,AR 610 SPF,TRUJMSZX81WF2K9F0,2,186
Audi,A4,2008,154000,4250,TM 176 WBB,TRUJLPYQMG0M22CE0,38,187
Audi,A4,2008,268900,4400,IS 301 ECZ,TRUJM5Z8T432N4PM9,25,188
Audi,A4,2008,220600,4690,DJ 681 GFH,TRUJ33X6ALQOUO6O7,18,189
Audi,A4,2008,145000,4850,PH 879 JIM,TRUJ0V3OODQU6XX50,32,190
Audi,A4,2008,227000,5250,IF 081 XJN,TRUJNX1SSJOVEODD9,26,191
Audi,A4,2008,365000,5600,HR 759 WCC,TRUJOSCGST41Q6J58,22,192
Audi,A4,2008,185000,6999,TM 008 NIG,TRUJQPB5QJRNY0GV7,38,193
Audi,A4,2008,197000,7000,SB 256 SEZ,TRUJCCEMBH5YZQ7WX,35,194
Audi,A4,2008,212000,7290,TM 970 QFA,TRUJUFWZ8UJG3CNL2,38,195
Audi,A4,2008,254000,8999,TM 081 JID,TRUJJTI6I2VLOPUY6,38,196
Audi,A4,2008,299579,9590,CJ 399 CXL,TRUJ24UVG2QHCCW09,14,197
Audi,A4,2009,234000,5150,CJ 896 JEV,TRUKXWJBBF3PCD4L4,14,198
Audi,A4,2009,278000,5700,AR 968 NOA,TRUKVO4P00P78IWW6,2,199
Audi,A4,2009,249000,6450,PH 982 TWQ,TRUKTK4WKPYRX1YB4,32,200
Audi,A4,2009,201111,6990,TM 829 UHJ,TRUKXAFUJH67JVG37,38,201
Audi,A4,2009,269000,7000,CJ 076 ZMI,TRUK6NDP0857Q5QR1,14,202
Audi,A4,2009,285000,7000,SB 330 GDN,TRUKZLEUS2SIM93D1,35,203
Audi,A4,2009,205000,7300,AR 845 AQP,TRUKRIXIIYR4DU8L1,2,204
Audi,A4,2009,171000,7550,BC 843 RJT,TRUK74O3KSRV95SX6,4,205
Audi,A4,2009,247251,7799,TM 553 CQI,TRUKIOH6GD5CMUMXX,38,206
Audi,A4,2009,229000,7990,TM 432 UFZ,TRUK7T1GQJKSTS9X9,38,207
Audi,A4,2009,246000,7999,TM 986 UAJ,TRUKRJCMMQEG82DL1,38,208
Audi,A4,2009,256084,8750,AG 196 CNH,TRUKYB8GRJBQD7QF9,3,209
Audi,A4,2009,224500,8970,AR 098 VRL,TRUKO3RSGSM6EQC97,2,210
Audi,A4,2010,300000,6600,BC 860 RPK,TRULS7LOVCNAIAD29,4,211
Audi,A4,2010,343000,6699,B 228 ORX,TRUL49YLUNFTBNF04,10,212
Audi,A4,2010,198000,6890,GL 810 LXN,TRULWN01I7JAHNUUX,19,213
Audi,A4,2010,288000,7490,PH 014 SYJ,TRUL1V7RJQT69GUM5,32,214
Audi,A4,2010,230000,7750,VN 096 KXZ,TRULVUGNI2SOA6838,42,215
Audi,A4,2010,275900,7990,B 572 QJH,TRUL7K10SU4EIILD4,10,216
Audi,A4,2010,165000,8250,AR 410 OGM,TRULBWQQV268J3R06,2,217
Audi,A4,2010,239239,8250,AR 114 FOI,TRULZVESH2E8F91H0,2,218
Audi,A4,2010,226992,8490,BC 249 JOL,TRULA5K0IX5C7PXV3,4,219
Audi,A4,2010,190100,8850,AR 820 XAP,TRULMBELCX11HX1G2,2,220
Audi,A4,2010,192300,8890,PH 586 FRL,TRULQ2WK0DT1GGR02,32,221
Audi,A4,2010,180000,9750,AG 772 OOR,TRUL1MA937OVD12Q3,3,222
Audi,A4,2011,239000,6700,BC 836 PNY,TRUMH3L0YJU0K6OZ7,4,223
Audi,A4,2011,214000,7500,IF 458 TTL,TRUMPQEPZSA8JD1YX,26,224
Audi,A4,2011,191000,7990,TM 006 WLJ,TRUM1SLBVW28U2VTX,38,225
Audi,A4,2011,199999,7999,BH 679 LMG,TRUM8GWHPJ3SH5CEX,5,226
Audi,A4,2011,185000,8690,TM 522 KEG,TRUMN8GB12DYFHZK9,38,227
Audi,A4,2011,259000,9499,AR 639 LQB,TRUMGMY4P6IXAWT53,2,228
Audi,A4,2011,176910,9950,B 532 DED,TRUM960TGYGS1TIQ1,10,229
Audi,A4,2011,154486,12990,CJ 124 QXH,TRUM9IRAN38JP08U9,14,230
Audi,A4,2012,236000,6900,TM 039 XVE,TRUNNEV0I0IYZIYM6,38,231
Audi,A4,2012,183000,7999,TM 294 RXS,TRUNN74CZ95C404N4,38,232
Audi,A4,2012,276888,8490,BC 063 MKS,TRUN18YKHYU40MPC6,4,233
Audi,A4,2012,246000,8750,AR 717 DSZ,TRUNG52MOEGKD93H3,2,234
Audi,A4,2012,261272,9150,IF 478 LZG,TRUNQR52QK6G5OQT2,26,235
Audi,A4,2012,223000,9490,PH 812 ZRJ,TRUNG64CIDPJMMJU9,32,236
Audi,A4,2012,200000,11000,AG 414 EIE,TRUNLC2GTCKNC7D52,3,237
Audi,A4,2012,124353,11450,B 519 FJV,TRUNFBPJB04KVR5I3,10,238
Audi,A4,2012,238000,11950,IF 593 HRF,TRUNYM95N8DK0R6P0,26,239
Audi,A4,2012,200000,12250,IF 653 QCR,TRUN4Y48OZRIPFT35,26,240
Audi,A4,2013,355365,7990,B 962 TCU,TRUP6AW4PL5WX3DR2,10,241
Audi,A4,2013,228000,7999,DB 443 AUJ,TRUP11IFTGQWA7BW3,17,242
Audi,A4,2013,298000,8250,BC 356 PBR,TRUPNEEI41E13ZM94,4,243
Audi,A4,2013,243000,9000,PH 917 COA,TRUP3JEMMWGEPYJS3,32,244
Audi,A4,2013,225000,9200,DB 715 DRD,TRUPV0852SGN0Q0N7,17,245
Audi,A4,2013,255000,9300,TL 612 HLA,TRUPOS8HUC01GYRI5,37,246
Audi,A4,2013,156000,9350,TM 579 AYP,TRUPIDZZEEXHNAN02,38,247
Audi,A4,2013,300700,9800,MH 158 SZX,TRUPAVOYDKKQMQX95,28,248
Audi,A4,2013,240000,9990,B 285 GLZ,TRUPGYZPFB0FLNVUX,10,249
Audi,A4,2013,191000,10000,AR 863 ZKX,TRUPPX6HGF459YLG1,2,250
Audi,A4,2013,265000,10400,DJ 035 EMT,TRUPRXOOWR2EYPZB9,18,251
Audi,A4,2013,235000,10650,CT 438 MOO,TRUP4NO6BFUOORRM7,15,252
Audi,A4,2013,230311,10890,IF 704 QXQ,TRUP2GANIXGZ3WJM8,26,253
Audi,A4,2013,212000,10999,AR 796 XDM,TRUPDDOGBYE1RYOZ1,2,254
Audi,A4,2013,218000,10999,AR 552 TEL,TRUPR9BFJ0JE8UEE6,2,255
Audi,A4,2013,232000,10999,TM 687 XJF,TRUPIKT7C8PGAPU4X,38,256
Audi,A4,2013,213000,11499,AR 297 HDU,TRUPJ3DRX854AHWQ2,2,257
Audi,A4,2013,235000,11499,TM 994 GSA,TRUPNRJGYEDNRDSP8,38,258
Audi,A4,2013,272000,11999,B 152 AKG,TRUP2SN4LI19X9Z37,10,259
Audi,A4,2013,215000,12000,IF 404 QDO,TRUPYPAS8M740QNT2,26,260
Audi,A4,2013,234000,13699,AR 066 YEC,TRUP6TQFKSXZJAF9X,2,261
Audi,A4,2014,308000,9790,BV 648 FJO,TRUR9GZIUYY4MY539,9,262
Audi,A4,2014,243000,10000,CJ 795 RFG,TRURP89YCDPG1EA29,14,263
Audi,A4,2014,251000,10350,TM 449 IME,TRURA4SIX2KYBX6Y8,38,264
Audi,A4,2014,278157,10950,HR 795 VRC,TRUR2EP8AC10YC6Y5,22,265
Audi,A4,2014,217150,10990,BC 362 VIO,TRUR4OEKFHEPYDBK3,4,266
Audi,A4,2014,253841,10990,BC 376 JUS,TRURWQHOYMHEEZH6X,4,267
Audi,A4,2014,297000,11499,BC 467 AAS,TRURVZNVAZ3HHASX6,4,268
Audi,A4,2014,200000,11500,MM 645 NFE,TRUR82TSPJOKWY2Z5,27,269
Audi,A4,2014,200000,11750,VN 283 EBB,TRUR2F30MIO2MKGL1,42,270
Audi,A4,2014,245000,12299,TM 899 TNF,TRURNIW5VRFFTPZT3,38,271
Audi,A4,2014,205000,13299,B 278 MEJ,TRURPFWWRD5WH8VL0,10,272
Audi,A4,2014,239000,14499,AR 850 XVE,TRURKKDOXOLTBV994,2,273
Audi,A4,2014,142000,15499,TM 813 BQE,TRURGTTCMPU6PSZD4,38,274
Audi,A4,2014,209000,15800,AG 468 BBK,TRUR165JPOFLZMFE1,3,275
Audi,A4,2015,235922,9990,BC 615 ZWF,TRUS04EHAX8F79AL9,4,276
Audi,A4,2015,218470,10989,IF 054 EED,TRUS58J5KUE7YOPF2,26,277
Audi,A4,2015,249000,10990,GL 565 PVD,TRUSU24NPVOIHHGF1,19,278
Audi,A4,2015,191000,11200,BV 178 GJF,TRUS5AMCWRIP68ENX,9,279
Audi,A4,2015,247000,12000,GL 653 XJY,TRUSZRDPAZHV0D4S0,19,280
Audi,A4,2015,229044,12499,CJ 656 PPW,TRUS5TDB7OI26MWA4,14,281
Audi,A4,2015,220000,12500,AR 932 JNS,TRUSF6GWMCI33B814,2,282
Audi,A4,2015,176000,12700,PH 565 NAP,TRUS0W7IJ9CZSWA6X,32,283
Audi,A4,2015,138000,13900,CJ 057 PHV,TRUSXFULYMQN50VG1,14,284
Audi,A4,2015,246500,14500,VL 899 FDD,TRUSQY5RY8JNH1RV9,40,285
Audi,A4,2015,186064,15500,OT 824 BYP,TRUSGRO1W3OO4MHM0,31,286
Audi,A4,2015,122785,16990,AG 216 YUZ,TRUSL1D18X3N4FCK0,3,287
Audi,A4,2015,171600,17500,B 720 GCD,TRUS7IQM35FYV5KJ8,10,288
Audi,A4,2016,93480,14500,SM 326 BVB,TRUTV8BM56S7P41E0,34,289
Audi,A4,2016,149000,14950,IF 679 WPS,TRUTCYNJL9O4MG623,26,290
Audi,A4,2016,237000,15150,TR 873 CYD,TRUTLSC25PG5ARTMX,39,291
Audi,A4,2016,233500,15300,B 335 NRZ,TRUTCAP8H9Q3ZJ4HX,10,292
Audi,A4,2016,267300,15400,CJ 964 TMB,TRUTRBVJWAUHNF4T3,14,293
Audi,A4,2016,260000,15500,AG 355 HHE,TRUT5IOUBP6U37QSX,3,294
Audi,A4,2016,237574,15990,BC 271 OTN,TRUT8LQI5X9A2KSO1,4,295
Audi,A4,2016,170000,16490,MM 438 HNL,TRUT79GZK8QHYPEQ5,27,296
